index,timestamp,symbol,open,high,low,close,volume
0,2025-02-18 20:59:00+00:00,SPY-USD,611.030029296875,611.3800048828125,610.9650268554688,611.3499755859375,1070466
1,2025-02-18 20:58:00+00:00,SPY-USD,610.7899780273438,611.0499877929688,610.77001953125,611.0250244140625,406243
2,2025-02-18 20:57:00+00:00,SPY-USD,610.510009765625,610.7999877929688,610.510009765625,610.7999877929688,243847
3,2025-02-18 20:56:00+00:00,SPY-USD,610.4600219726562,610.5399780273438,610.4199829101562,610.5150146484375,224700
4,2025-02-18 20:55:00+00:00,SPY-USD,610.1199951171875,610.6599731445312,610.1099853515625,610.4600219726562,487070
5,2025-02-18 20:54:00+00:00,SPY-USD,609.8599853515625,610.25,609.8200073242188,610.1300048828125,349193
6,2025-02-18 20:53:00+00:00,SPY-USD,609.9099731445312,609.9500122070312,609.8400268554688,609.8699951171875,74283
7,2025-02-18 20:52:00+00:00,SPY-USD,609.8800048828125,609.989990234375,609.8200073242188,609.9199829101562,100873
8,2025-02-18 20:51:00+00:00,SPY-USD,609.8400268554688,609.9400024414062,609.719970703125,609.9099731445312,114393
9,2025-02-18 20:50:00+00:00,SPY-USD,609.760009765625,610.1699829101562,609.760009765625,609.844970703125,177512
10,2025-02-18 20:49:00+00:00,SPY-USD,609.6500244140625,609.760009765625,609.6400146484375,609.760009765625,86631
11,2025-02-18 20:48:00+00:00,SPY-USD,609.760009765625,609.760009765625,609.6300048828125,609.6699829101562,67684
12,2025-02-18 20:47:00+00:00,SPY-USD,609.72998046875,609.7999877929688,609.6599731445312,609.77001953125,64481
13,2025-02-18 20:46:00+00:00,SPY-USD,609.8499755859375,609.8900146484375,609.72998046875,609.739990234375,171278
14,2025-02-18 20:45:00+00:00,SPY-USD,609.760009765625,609.9400024414062,609.72998046875,609.8699951171875,122454
15,2025-02-18 20:44:00+00:00,SPY-USD,609.6500244140625,609.7899780273438,609.6500244140625,609.77978515625,116226
16,2025-02-18 20:43:00+00:00,SPY-USD,609.8599853515625,609.8900146484375,609.6400146484375,609.6500244140625,214196
17,2025-02-18 20:42:00+00:00,SPY-USD,609.9450073242188,609.9550170898438,609.8499755859375,609.8599853515625,40183
18,2025-02-18 20:41:00+00:00,SPY-USD,609.9299926757812,610.030029296875,609.9099731445312,609.9400024414062,96296
19,2025-02-18 20:40:00+00:00,SPY-USD,609.780029296875,609.9400024414062,609.760009765625,609.9400024414062,93944
20,2025-02-18 20:39:00+00:00,SPY-USD,609.8099975585938,609.9199829101562,609.77001953125,609.780029296875,84081
21,2025-02-18 20:38:00+00:00,SPY-USD,609.7100219726562,609.8800048828125,609.7100219726562,609.8300170898438,124943
22,2025-02-18 20:37:00+00:00,SPY-USD,609.760009765625,609.8049926757812,609.6900024414062,609.7100219726562,50555
23,2025-02-18 20:36:00+00:00,SPY-USD,609.7949829101562,609.8200073242188,609.719970703125,609.7650146484375,87042
24,2025-02-18 20:35:00+00:00,SPY-USD,609.8599853515625,609.9099731445312,609.760009765625,609.7999877929688,40520
25,2025-02-18 20:34:00+00:00,SPY-USD,609.9099731445312,609.985107421875,609.8300170898438,609.8599853515625,49207
26,2025-02-18 20:33:00+00:00,SPY-USD,610.0349731445312,610.0399780273438,609.9000244140625,609.9199829101562,86859
27,2025-02-18 20:32:00+00:00,SPY-USD,609.969970703125,610.0599975585938,609.9500122070312,610.0499877929688,53097
28,2025-02-18 20:31:00+00:00,SPY-USD,609.8200073242188,609.969970703125,609.8200073242188,609.9600830078125,180245
29,2025-02-18 20:30:00+00:00,SPY-USD,609.77001953125,609.8499145507812,609.760009765625,609.8099975585938,37532
30,2025-02-18 20:29:00+00:00,SPY-USD,609.8499755859375,609.8599853515625,609.77001953125,609.780029296875,35851
31,2025-02-18 20:28:00+00:00,SPY-USD,609.780029296875,609.8599853515625,609.7150268554688,609.8400268554688,157312
32,2025-02-18 20:27:00+00:00,SPY-USD,609.8200073242188,609.8200073242188,609.7308959960938,609.77001953125,36220
33,2025-02-18 20:26:00+00:00,SPY-USD,609.9000244140625,609.9099731445312,609.8150024414062,609.8499755859375,88823
34,2025-02-18 20:25:00+00:00,SPY-USD,609.8599853515625,609.9600219726562,609.85498046875,609.9149780273438,39218
35,2025-02-18 20:24:00+00:00,SPY-USD,609.8699951171875,609.8699951171875,609.8699951171875,609.8699951171875,37401
36,2025-02-18 20:23:00+00:00,SPY-USD,609.719970703125,609.77001953125,609.6799926757812,609.6900024414062,25923
37,2025-02-18 20:22:00+00:00,SPY-USD,609.7100219726562,609.780029296875,609.7100219726562,609.72998046875,28619
38,2025-02-18 20:21:00+00:00,SPY-USD,609.760009765625,609.780029296875,609.6322021484375,609.7050170898438,30924
39,2025-02-18 20:20:00+00:00,SPY-USD,609.719970703125,609.8250122070312,609.719970703125,609.760009765625,32071
40,2025-02-18 20:19:00+00:00,SPY-USD,609.6599731445312,609.75,609.6599731445312,609.739990234375,30679
